statecounty,margin,nixon,humphrey,wallace,hex_color
72113,0,-,-,-,000000
72115,0,-,-,-,000000
72117,0,-,-,-,000000
72119,0,-,-,-,000000
72121,0,-,-,-,000000
72123,0,-,-,-,000000
72125,0,-,-,-,000000
72127,0,-,-,-,000000
72129,0,-,-,-,000000
72131,0,-,-,-,000000
72133,0,-,-,-,000000
72135,0,-,-,-,000000
72137,0,-,-,-,000000
72139,0,-,-,-,000000
72141,0,-,-,-,000000
72143,0,-,-,-,000000
72145,0,-,-,-,000000
72147,0,-,-,-,000000
72149,0,-,-,-,000000
72151,0,-,-,-,000000
72153,0,-,-,-,000000
74300,0,-,-,-,000000
78010,0,-,-,-,000000
78020,0,-,-,-,000000
78030,0,-,-,-,000000
